Vmix	Field
-3.313590E-06	-9.960000E-02
-3.607820E-06	-9.940000E-02
-3.460705E-06	-9.920000E-02
-3.334606E-06	-9.900000E-02
-3.355623E-06	-9.880000E-02
-3.327601E-06	-9.860000E-02
-3.404661E-06	-9.840000E-02
-3.369634E-06	-9.820000E-02
-3.327601E-06	-9.800000E-02
-3.362628E-06	-9.780000E-02
-3.222519E-06	-9.760000E-02
-3.383644E-06	-9.740000E-02
-3.397655E-06	-9.720000E-02
-3.250540E-06	-9.700000E-02
-3.201502E-06	-9.680000E-02
-3.145458E-06	-9.660000E-02
-3.250540E-06	-9.640000E-02
-3.334606E-06	-9.620000E-02
-3.271557E-06	-9.600000E-02
-3.096420E-06	-9.580000E-02
-3.320595E-06	-9.560000E-02
-3.313590E-06	-9.540000E-02
-3.397655E-06	-9.520000E-02
-3.201502E-06	-9.500000E-02
-3.306584E-06	-9.480000E-02
-3.278562E-06	-9.460000E-02
-3.299579E-06	-9.440000E-02
-3.026365E-06	-9.420000E-02
-3.075404E-06	-9.400000E-02
-3.264551E-06	-9.380000E-02
-3.341612E-06	-9.360000E-02
-3.117436E-06	-9.340000E-02
-3.061393E-06	-9.320000E-02
-3.089415E-06	-9.300000E-02
-3.047382E-06	-9.280000E-02
-2.732135E-06	-9.260000E-02
-2.914278E-06	-9.240000E-02
-2.935294E-06	-9.220000E-02
-2.998343E-06	-9.200000E-02
-3.082409E-06	-9.180000E-02
-2.914278E-06	-9.160000E-02
-2.837217E-06	-9.140000E-02
-2.949305E-06	-9.120000E-02
-2.746146E-06	-9.100000E-02
-2.872245E-06	-9.080000E-02
-2.648070E-06	-9.060000E-02
-2.676092E-06	-9.040000E-02
-2.556998E-06	-9.020000E-02
-2.585020E-06	-9.000000E-02
-2.535982E-06	-8.980000E-02
-2.746146E-06	-8.960000E-02
-2.816201E-06	-8.940000E-02
-2.451916E-06	-8.920000E-02
-2.514966E-06	-8.900000E-02
-2.395872E-06	-8.880000E-02
-2.493949E-06	-8.860000E-02
-2.542987E-06	-8.840000E-02
-2.542987E-06	-8.820000E-02
-2.521971E-06	-8.800000E-02
-2.472933E-06	-8.780000E-02
-2.535982E-06	-8.760000E-02
-2.486944E-06	-8.740000E-02
-2.451916E-06	-8.720000E-02
-2.472933E-06	-8.700000E-02
-2.318812E-06	-8.680000E-02
-2.395872E-06	-8.660000E-02
-2.101643E-06	-8.640000E-02
-2.248758E-06	-8.620000E-02
-2.304801E-06	-8.600000E-02
-2.094637E-06	-8.580000E-02
-2.059610E-06	-8.560000E-02
-2.115653E-06	-8.540000E-02
-1.996560E-06	-8.520000E-02
-1.905489E-06	-8.500000E-02
-1.898484E-06	-8.480000E-02
-1.926506E-06	-8.460000E-02
-1.842440E-06	-8.440000E-02
-1.863456E-06	-8.420000E-02
-1.660298E-06	-8.400000E-02
-1.695325E-06	-8.380000E-02
-1.660298E-06	-8.360000E-02
-1.597248E-06	-8.340000E-02
-1.611259E-06	-8.320000E-02
-1.506177E-06	-8.300000E-02
-1.548210E-06	-8.280000E-02
-1.471150E-06	-8.260000E-02
-1.324035E-06	-8.240000E-02
-1.260986E-06	-8.220000E-02
-1.008788E-06	-8.200000E-02
-1.022799E-06	-8.180000E-02
-1.169914E-06	-8.160000E-02
-1.071838E-06	-8.140000E-02
-8.056296E-07	-8.120000E-02
-6.094763E-07	-8.100000E-02
-5.043942E-07	-8.080000E-02
-3.782957E-07	-8.060000E-02
-3.082409E-07	-8.040000E-02
-1.541205E-07	-8.020000E-02
1.120876E-07	-8.000000E-02
3.012354E-07	-7.980000E-02
4.763723E-07	-7.960000E-02
4.483504E-07	-7.940000E-02
6.445037E-07	-7.920000E-02
1.008788E-06	-7.900000E-02
1.260986E-06	-7.880000E-02
1.716341E-06	-7.860000E-02
2.045599E-06	-7.840000E-02
2.164692E-06	-7.820000E-02
2.458922E-06	-7.800000E-02
2.704113E-06	-7.780000E-02
3.453699E-06	-7.760000E-02
3.846006E-06	-7.740000E-02
4.182269E-06	-7.720000E-02
4.371416E-06	-7.700000E-02
4.630619E-06	-7.680000E-02
5.022926E-06	-7.660000E-02
5.170041E-06	-7.640000E-02
5.331167E-06	-7.620000E-02
5.275123E-06	-7.600000E-02
5.387210E-06	-7.580000E-02
5.317156E-06	-7.560000E-02
5.373199E-06	-7.540000E-02
5.036937E-06	-7.520000E-02
4.819767E-06	-7.500000E-02
4.420455E-06	-7.480000E-02
4.000126E-06	-7.460000E-02
3.726913E-06	-7.440000E-02
3.278562E-06	-7.420000E-02
2.725130E-06	-7.400000E-02
2.353840E-06	-7.380000E-02
1.667303E-06	-7.360000E-02
1.008788E-06	-7.340000E-02
8.336515E-07	-7.320000E-02
4.833778E-07	-7.300000E-02
1.611259E-07	-7.280000E-02
-2.171697E-07	-7.260000E-02
-5.814544E-07	-7.240000E-02
-9.037063E-07	-7.220000E-02
-1.155903E-06	-7.200000E-02
-1.394090E-06	-7.180000E-02
-1.751369E-06	-7.160000E-02
-2.080626E-06	-7.140000E-02
-1.954528E-06	-7.120000E-02
-2.500955E-06	-7.100000E-02
-2.374856E-06	-7.080000E-02
-2.641064E-06	-7.060000E-02
-2.879250E-06	-7.040000E-02
-2.984332E-06	-7.020000E-02
-3.348617E-06	-7.000000E-02
-3.376639E-06	-6.980000E-02
-3.369634E-06	-6.960000E-02
-3.551776E-06	-6.940000E-02
-3.649853E-06	-6.920000E-02
-3.621831E-06	-6.900000E-02
-3.754935E-06	-6.880000E-02
-3.768946E-06	-6.860000E-02
-3.754935E-06	-6.840000E-02
-3.951088E-06	-6.820000E-02
-3.930072E-06	-6.800000E-02
-3.782957E-06	-6.780000E-02
-3.986115E-06	-6.760000E-02
-4.035154E-06	-6.740000E-02
-4.175263E-06	-6.720000E-02
-4.161252E-06	-6.700000E-02
-4.000126E-06	-6.680000E-02
-4.175263E-06	-6.660000E-02
-4.035154E-06	-6.640000E-02
-4.056170E-06	-6.620000E-02
-4.042159E-06	-6.600000E-02
-4.210291E-06	-6.580000E-02
-4.413449E-06	-6.560000E-02
-4.413449E-06	-6.540000E-02
-4.399438E-06	-6.520000E-02
-4.287351E-06	-6.500000E-02
-4.343395E-06	-6.480000E-02
-4.315373E-06	-6.460000E-02
-4.427460E-06	-6.440000E-02
-4.364411E-06	-6.420000E-02
-4.182269E-06	-6.400000E-02
-4.224302E-06	-6.380000E-02
-4.210291E-06	-6.360000E-02
-4.140236E-06	-6.340000E-02
-4.196280E-06	-6.320000E-02
-4.189274E-06	-6.300000E-02
-4.175263E-06	-6.280000E-02
-4.182269E-06	-6.260000E-02
-4.154247E-06	-6.240000E-02
-4.119219E-06	-6.220000E-02
-4.147241E-06	-6.200000E-02
-4.336389E-06	-6.180000E-02
-4.413449E-06	-6.160000E-02
-4.497515E-06	-6.140000E-02
-4.448477E-06	-6.120000E-02
-4.329384E-06	-6.100000E-02
-4.168258E-06	-6.080000E-02
-4.259329E-06	-6.060000E-02
-4.329384E-06	-6.040000E-02
-4.294356E-06	-6.020000E-02
-4.315373E-06	-6.000000E-02
-4.329384E-06	-5.980000E-02
-4.273340E-06	-5.960000E-02
-4.364411E-06	-5.940000E-02
-4.322378E-06	-5.920000E-02
-4.245318E-06	-5.900000E-02
-4.217296E-06	-5.880000E-02
-4.112214E-06	-5.860000E-02
-4.014137E-06	-5.840000E-02
-4.084192E-06	-5.820000E-02
-4.133230E-06	-5.800000E-02
-4.021143E-06	-5.780000E-02
-3.993121E-06	-5.760000E-02
-4.063176E-06	-5.740000E-02
-4.182269E-06	-5.720000E-02
-4.084192E-06	-5.700000E-02
-4.077187E-06	-5.680000E-02
-4.133230E-06	-5.660000E-02
-4.140236E-06	-5.640000E-02
-4.042159E-06	-5.620000E-02
-4.007132E-06	-5.600000E-02
-4.133230E-06	-5.580000E-02
-4.161252E-06	-5.560000E-02
-4.140236E-06	-5.540000E-02
-4.189274E-06	-5.520000E-02
-4.105208E-06	-5.500000E-02
-4.007132E-06	-5.480000E-02
-4.119219E-06	-5.460000E-02
-4.189274E-06	-5.440000E-02
-4.224302E-06	-5.420000E-02
-4.007132E-06	-5.400000E-02
-4.021143E-06	-5.380000E-02
-3.965099E-06	-5.360000E-02
-3.972104E-06	-5.340000E-02
-4.105208E-06	-5.320000E-02
-4.056170E-06	-5.300000E-02
-4.147241E-06	-5.280000E-02
-4.259329E-06	-5.260000E-02
-4.224302E-06	-5.240000E-02
-4.028148E-06	-5.220000E-02
-4.126225E-06	-5.200000E-02
-4.189274E-06	-5.180000E-02
-4.140236E-06	-5.160000E-02
-4.119219E-06	-5.140000E-02
-4.049165E-06	-5.120000E-02
-4.014137E-06	-5.100000E-02
-4.133230E-06	-5.080000E-02
-4.014137E-06	-5.060000E-02
-3.881033E-06	-5.040000E-02
-3.867022E-06	-5.020000E-02
-3.972104E-06	-5.000000E-02
-4.007132E-06	-4.980000E-02
-4.140236E-06	-4.960000E-02
-4.196280E-06	-4.940000E-02
-4.168258E-06	-4.920000E-02
-4.154247E-06	-4.900000E-02
-4.238312E-06	-4.880000E-02
-4.329384E-06	-4.860000E-02
-4.350400E-06	-4.840000E-02
-4.266334E-06	-4.820000E-02
-4.035154E-06	-4.800000E-02
-3.993121E-06	-4.780000E-02
-4.049165E-06	-4.760000E-02
-3.979110E-06	-4.740000E-02
-3.930072E-06	-4.720000E-02
-3.972104E-06	-4.700000E-02
-4.056170E-06	-4.680000E-02
-4.000126E-06	-4.660000E-02
-4.035154E-06	-4.640000E-02
-4.154247E-06	-4.620000E-02
-4.182269E-06	-4.600000E-02
-4.210291E-06	-4.580000E-02
-4.042159E-06	-4.560000E-02
-4.049165E-06	-4.540000E-02
-4.133230E-06	-4.520000E-02
-4.196280E-06	-4.500000E-02
-4.203285E-06	-4.480000E-02
-4.182269E-06	-4.460000E-02
-4.238312E-06	-4.440000E-02
-4.217296E-06	-4.420000E-02
-4.014137E-06	-4.400000E-02
-3.888039E-06	-4.380000E-02
-4.084192E-06	-4.360000E-02
-4.182269E-06	-4.340000E-02
-4.140236E-06	-4.320000E-02
-4.077187E-06	-4.300000E-02
-4.182269E-06	-4.280000E-02
-4.189274E-06	-4.260000E-02
-4.077187E-06	-4.240000E-02
-4.140236E-06	-4.220000E-02
-3.965099E-06	-4.200000E-02
-3.888039E-06	-4.180000E-02
-3.909055E-06	-4.160000E-02
-3.923066E-06	-4.140000E-02
-3.937077E-06	-4.120000E-02
-4.070181E-06	-4.100000E-02
-4.021143E-06	-4.080000E-02
-3.930072E-06	-4.060000E-02
-3.958093E-06	-4.040000E-02
-3.881033E-06	-4.020000E-02
-3.902050E-06	-4.000000E-02
-3.930072E-06	-3.980000E-02
-4.210291E-06	-3.960000E-02
-4.147241E-06	-3.940000E-02
-4.147241E-06	-3.920000E-02
-4.035154E-06	-3.900000E-02
-4.035154E-06	-3.880000E-02
-4.140236E-06	-3.860000E-02
-4.112214E-06	-3.840000E-02
-3.979110E-06	-3.820000E-02
-3.916061E-06	-3.800000E-02
-3.909055E-06	-3.780000E-02
-3.951088E-06	-3.760000E-02
-4.119219E-06	-3.740000E-02
-4.168258E-06	-3.720000E-02
-4.273340E-06	-3.700000E-02
-4.350400E-06	-3.680000E-02
-4.210291E-06	-3.660000E-02
-4.014137E-06	-3.640000E-02
-4.014137E-06	-3.620000E-02
-4.035154E-06	-3.600000E-02
-3.923066E-06	-3.580000E-02
-3.761940E-06	-3.560000E-02
-3.874028E-06	-3.540000E-02
-4.014137E-06	-3.520000E-02
-4.077187E-06	-3.500000E-02
-3.979110E-06	-3.480000E-02
-3.909055E-06	-3.460000E-02
-3.846006E-06	-3.440000E-02
-3.691885E-06	-3.420000E-02
-3.810978E-06	-3.400000E-02
-3.937077E-06	-3.380000E-02
-4.098203E-06	-3.360000E-02
-4.077187E-06	-3.340000E-02
-4.035154E-06	-3.320000E-02
-3.881033E-06	-3.300000E-02
-3.663864E-06	-3.280000E-02
-3.663864E-06	-3.260000E-02
-3.803973E-06	-3.240000E-02
-3.916061E-06	-3.220000E-02
-4.098203E-06	-3.200000E-02
-4.091197E-06	-3.180000E-02
-4.035154E-06	-3.160000E-02
-4.021143E-06	-3.140000E-02
-3.923066E-06	-3.120000E-02
-3.930072E-06	-3.100000E-02
-3.895044E-06	-3.080000E-02
-3.831995E-06	-3.060000E-02
-3.803973E-06	-3.040000E-02
-4.000126E-06	-3.020000E-02
-4.042159E-06	-3.000000E-02
-3.972104E-06	-2.980000E-02
-3.951088E-06	-2.960000E-02
-3.979110E-06	-2.940000E-02
-3.923066E-06	-2.920000E-02
-3.951088E-06	-2.900000E-02
-3.965099E-06	-2.880000E-02
-4.077187E-06	-2.860000E-02
-3.986115E-06	-2.840000E-02
-3.888039E-06	-2.820000E-02
-3.874028E-06	-2.800000E-02
-3.874028E-06	-2.780000E-02
-3.909055E-06	-2.760000E-02
-4.000126E-06	-2.740000E-02
-4.056170E-06	-2.720000E-02
-3.867022E-06	-2.700000E-02
-3.719907E-06	-2.680000E-02
-3.782957E-06	-2.660000E-02
-3.803973E-06	-2.640000E-02
-3.775951E-06	-2.620000E-02
-3.656858E-06	-2.600000E-02
-3.642847E-06	-2.580000E-02
-3.810978E-06	-2.560000E-02
-3.846006E-06	-2.540000E-02
-3.775951E-06	-2.520000E-02
-3.698891E-06	-2.500000E-02
-3.761940E-06	-2.480000E-02
-3.698891E-06	-2.460000E-02
-3.747929E-06	-2.440000E-02
-3.881033E-06	-2.420000E-02
-3.747929E-06	-2.400000E-02
-3.874028E-06	-2.380000E-02
-3.951088E-06	-2.360000E-02
-3.909055E-06	-2.340000E-02
-3.909055E-06	-2.320000E-02
-3.923066E-06	-2.300000E-02
-3.965099E-06	-2.280000E-02
-3.944083E-06	-2.260000E-02
-3.733918E-06	-2.240000E-02
-3.635842E-06	-2.220000E-02
-3.839000E-06	-2.200000E-02
-3.860017E-06	-2.180000E-02
-3.740924E-06	-2.160000E-02
-3.614825E-06	-2.140000E-02
-3.467710E-06	-2.120000E-02
-3.495732E-06	-2.100000E-02
-3.474716E-06	-2.080000E-02
-3.404661E-06	-2.060000E-02
-3.404661E-06	-2.040000E-02
-3.404661E-06	-2.020000E-02
-3.418672E-06	-2.000000E-02
-3.691885E-06	-1.980000E-02
-3.642847E-06	-1.960000E-02
-3.663864E-06	-1.940000E-02
-3.684880E-06	-1.920000E-02
-3.663864E-06	-1.900000E-02
-3.523754E-06	-1.880000E-02
-3.663864E-06	-1.860000E-02
-3.803973E-06	-1.840000E-02
-3.656858E-06	-1.820000E-02
-3.684880E-06	-1.800000E-02
-3.635842E-06	-1.780000E-02
-3.460705E-06	-1.760000E-02
-3.488727E-06	-1.740000E-02
-3.411666E-06	-1.720000E-02
-3.257546E-06	-1.700000E-02
-3.383644E-06	-1.680000E-02
-3.467710E-06	-1.660000E-02
-3.446694E-06	-1.640000E-02
-3.488727E-06	-1.620000E-02
-3.537765E-06	-1.600000E-02
-3.663864E-06	-1.580000E-02
-3.628836E-06	-1.560000E-02
-3.642847E-06	-1.540000E-02
-3.530759E-06	-1.520000E-02
-3.572792E-06	-1.500000E-02
-3.341612E-06	-1.480000E-02
-3.348617E-06	-1.460000E-02
-3.432683E-06	-1.440000E-02
-3.313590E-06	-1.420000E-02
-3.383644E-06	-1.400000E-02
-3.243535E-06	-1.380000E-02
-3.579798E-06	-1.360000E-02
-3.621831E-06	-1.340000E-02
-3.495732E-06	-1.320000E-02
-3.558781E-06	-1.300000E-02
-3.600814E-06	-1.280000E-02
-3.537765E-06	-1.260000E-02
-3.691885E-06	-1.240000E-02
-3.846006E-06	-1.220000E-02
-3.740924E-06	-1.200000E-02
-3.460705E-06	-1.180000E-02
-3.446694E-06	-1.160000E-02
-3.306584E-06	-1.140000E-02
-3.593809E-06	-1.120000E-02
-3.635842E-06	-1.100000E-02
-3.670869E-06	-1.080000E-02
-3.740924E-06	-1.060000E-02
-3.888039E-06	-1.040000E-02
-3.768946E-06	-1.020000E-02
-4.119219E-06	-1.000000E-02
-4.014137E-06	-9.800000E-03
-3.951088E-06	-9.600000E-03
-3.874028E-06	-9.400000E-03
-3.972104E-06	-9.200000E-03
-4.133230E-06	-9.000000E-03
-4.203285E-06	-8.800000E-03
-4.203285E-06	-8.600000E-03
-4.252323E-06	-8.400000E-03
-4.266334E-06	-8.200000E-03
-4.140236E-06	-8.000000E-03
-3.916061E-06	-7.800000E-03
-3.951088E-06	-7.600000E-03
-3.930072E-06	-7.400000E-03
-3.909055E-06	-7.200000E-03
-3.930072E-06	-7.000000E-03
-3.972104E-06	-6.800000E-03
-3.923066E-06	-6.600000E-03
-3.986115E-06	-6.400000E-03
-3.993121E-06	-6.200000E-03
-4.035154E-06	-6.000000E-03
-3.958093E-06	-5.800000E-03
-3.916061E-06	-5.600000E-03
-4.063176E-06	-5.400000E-03
-4.119219E-06	-5.200000E-03
-4.091197E-06	-5.000000E-03
-4.028148E-06	-4.800000E-03
-4.007132E-06	-4.600000E-03
-3.965099E-06	-4.400000E-03
-3.846006E-06	-4.200000E-03
-3.881033E-06	-4.000000E-03
-3.937077E-06	-3.800000E-03
-3.937077E-06	-3.600000E-03
-3.853011E-06	-3.400000E-03
-3.824989E-06	-3.200000E-03
-3.824989E-06	-3.000000E-03
-3.831995E-06	-2.800000E-03
-3.824989E-06	-2.600000E-03
-3.888039E-06	-2.400000E-03
-3.888039E-06	-2.200000E-03
-3.726913E-06	-2.000000E-03
-3.782957E-06	-1.800000E-03
-3.782957E-06	-1.600000E-03
-3.824989E-06	-1.400000E-03
-4.042159E-06	-1.200000E-03
-4.056170E-06	-1.000000E-03
-3.860017E-06	-8.000000E-04
-3.972104E-06	-6.000000E-04
-4.042159E-06	-4.000000E-04
-3.874028E-06	-2.000000E-04
-3.404661E-06	1.400000E-01
-3.320595E-06	1.398000E-01
-3.068398E-06	1.396000E-01
-3.271557E-06	1.394000E-01
-3.005349E-06	1.392000E-01
-3.208508E-06	1.390000E-01
-3.194497E-06	1.388000E-01
-3.075404E-06	1.386000E-01
-3.187491E-06	1.384000E-01
-3.089415E-06	1.382000E-01
-3.257546E-06	1.380000E-01
-3.299579E-06	1.378000E-01
-3.152464E-06	1.376000E-01
-3.173480E-06	1.374000E-01
-3.250540E-06	1.372000E-01
-3.299579E-06	1.370000E-01
-3.418672E-06	1.368000E-01
-3.362628E-06	1.366000E-01
-3.278562E-06	1.364000E-01
-3.320595E-06	1.362000E-01
-3.257546E-06	1.360000E-01
-3.124442E-06	1.358000E-01
-3.173480E-06	1.356000E-01
-3.229524E-06	1.354000E-01
-3.166475E-06	1.352000E-01
-3.110431E-06	1.350000E-01
-3.194497E-06	1.348000E-01
-3.299579E-06	1.346000E-01
-3.236530E-06	1.344000E-01
-3.292573E-06	1.342000E-01
-3.271557E-06	1.340000E-01
-3.222519E-06	1.338000E-01
-3.334606E-06	1.336000E-01
-3.355623E-06	1.334000E-01
-3.530759E-06	1.332000E-01
-3.376639E-06	1.330000E-01
-3.390650E-06	1.328000E-01
-3.369634E-06	1.326000E-01
-3.145458E-06	1.324000E-01
-3.159469E-06	1.322000E-01
-3.334606E-06	1.320000E-01
-3.257546E-06	1.318000E-01
-3.187491E-06	1.316000E-01
-3.103425E-06	1.314000E-01
-3.068398E-06	1.312000E-01
-2.963316E-06	1.310000E-01
-3.040376E-06	1.308000E-01
-3.278562E-06	1.306000E-01
-3.138453E-06	1.304000E-01
-3.194497E-06	1.302000E-01
-3.201502E-06	1.300000E-01
-3.124442E-06	1.298000E-01
-3.222519E-06	1.296000E-01
-3.194497E-06	1.294000E-01
-3.173480E-06	1.292000E-01
-3.173480E-06	1.290000E-01
-3.257546E-06	1.288000E-01
-3.047382E-06	1.286000E-01
-2.963316E-06	1.284000E-01
-2.984332E-06	1.282000E-01
-2.858234E-06	1.280000E-01
-3.110431E-06	1.278000E-01
-3.201502E-06	1.276000E-01
-3.208508E-06	1.274000E-01
-3.201502E-06	1.272000E-01
-3.215513E-06	1.270000E-01
-3.250540E-06	1.268000E-01
-3.012354E-06	1.266000E-01
-2.942300E-06	1.264000E-01
-3.075404E-06	1.262000E-01
-3.082409E-06	1.260000E-01
-3.005349E-06	1.258000E-01
-2.956311E-06	1.256000E-01
-2.886256E-06	1.254000E-01
-2.963316E-06	1.252000E-01
-3.068398E-06	1.250000E-01
-3.068398E-06	1.248000E-01
-3.068398E-06	1.246000E-01
-2.921283E-06	1.244000E-01
-2.963316E-06	1.242000E-01
-2.970321E-06	1.240000E-01
-2.956311E-06	1.238000E-01
-3.068398E-06	1.236000E-01
-2.942300E-06	1.234000E-01
