Vmix	Field
-3.663864E-06	-8.600000E-02
-3.782957E-06	-8.580000E-02
-3.768946E-06	-8.560000E-02
-3.803973E-06	-8.540000E-02
-3.733918E-06	-8.520000E-02
-3.831995E-06	-8.500000E-02
-3.923066E-06	-8.480000E-02
-3.768946E-06	-8.460000E-02
-3.993121E-06	-8.440000E-02
-3.895044E-06	-8.420000E-02
-3.951088E-06	-8.400000E-02
-3.810978E-06	-8.380000E-02
-3.881033E-06	-8.360000E-02
-3.923066E-06	-8.340000E-02
-3.846006E-06	-8.320000E-02
-3.965099E-06	-8.300000E-02
-4.035154E-06	-8.280000E-02
-4.091197E-06	-8.260000E-02
-4.140236E-06	-8.240000E-02
-3.944083E-06	-8.220000E-02
-3.909055E-06	-8.200000E-02
-4.014137E-06	-8.180000E-02
-3.817984E-06	-8.160000E-02
-3.698891E-06	-8.140000E-02
-3.824989E-06	-8.120000E-02
-3.621831E-06	-8.100000E-02
-3.621831E-06	-8.080000E-02
-3.467710E-06	-8.060000E-02
-3.551776E-06	-8.040000E-02
-3.656858E-06	-8.020000E-02
-3.488727E-06	-8.000000E-02
-3.369634E-06	-7.980000E-02
-3.278562E-06	-7.960000E-02
-3.404661E-06	-7.940000E-02
-3.229524E-06	-7.920000E-02
-3.467710E-06	-7.900000E-02
-3.775951E-06	-7.880000E-02
-3.663864E-06	-7.860000E-02
-3.635842E-06	-7.840000E-02
-3.586803E-06	-7.820000E-02
-3.502738E-06	-7.800000E-02
-3.509743E-06	-7.780000E-02
-3.474716E-06	-7.760000E-02
-3.642847E-06	-7.740000E-02
-3.642847E-06	-7.720000E-02
-3.684880E-06	-7.700000E-02
-3.579798E-06	-7.680000E-02
-3.446694E-06	-7.660000E-02
-3.439688E-06	-7.640000E-02
-3.194497E-06	-7.620000E-02
-3.243535E-06	-7.600000E-02
-3.187491E-06	-7.580000E-02
-3.145458E-06	-7.560000E-02
-3.243535E-06	-7.540000E-02
-2.977327E-06	-7.520000E-02
-2.802190E-06	-7.500000E-02
-2.921283E-06	-7.480000E-02
-2.984332E-06	-7.460000E-02
-2.788179E-06	-7.440000E-02
-2.704113E-06	-7.420000E-02
-2.788179E-06	-7.400000E-02
-2.690102E-06	-7.380000E-02
-2.627053E-06	-7.360000E-02
-2.521971E-06	-7.340000E-02
-2.451916E-06	-7.320000E-02
-2.297796E-06	-7.300000E-02
-2.599031E-06	-7.280000E-02
-2.641064E-06	-7.260000E-02
-2.437905E-06	-7.240000E-02
-2.472933E-06	-7.220000E-02
-2.486944E-06	-7.200000E-02
-2.367851E-06	-7.180000E-02
-2.248758E-06	-7.160000E-02
-2.080626E-06	-7.140000E-02
-2.220736E-06	-7.120000E-02
-2.325818E-06	-7.100000E-02
-2.346834E-06	-7.080000E-02
-2.374856E-06	-7.060000E-02
-2.402878E-06	-7.040000E-02
-2.479938E-06	-7.020000E-02
-2.136670E-06	-7.000000E-02
-2.045599E-06	-6.980000E-02
-2.101643E-06	-6.960000E-02
-1.730352E-06	-6.940000E-02
-1.751369E-06	-6.920000E-02
-1.471150E-06	-6.900000E-02
-1.681314E-06	-6.880000E-02
-1.611259E-06	-6.860000E-02
-1.520188E-06	-6.840000E-02
-1.555215E-06	-6.820000E-02
-1.317029E-06	-6.800000E-02
-1.162909E-06	-6.780000E-02
-9.037063E-07	-6.760000E-02
-9.877720E-07	-6.740000E-02
-8.336515E-07	-6.720000E-02
-6.445037E-07	-6.700000E-02
-4.413449E-07	-6.680000E-02
-4.833778E-07	-6.660000E-02
-2.662081E-07	-6.640000E-02
1.681314E-07	-6.620000E-02
1.120876E-07	-6.600000E-02
4.203285E-08	-6.580000E-02
2.031588E-07	-6.560000E-02
7.145585E-07	-6.540000E-02
9.457391E-07	-6.520000E-02
1.176920E-06	-6.500000E-02
1.527194E-06	-6.480000E-02
1.842440E-06	-6.460000E-02
2.143675E-06	-6.440000E-02
2.325818E-06	-6.420000E-02
2.500955E-06	-6.400000E-02
2.977327E-06	-6.380000E-02
3.110431E-06	-6.360000E-02
3.285568E-06	-6.340000E-02
3.572792E-06	-6.320000E-02
4.182269E-06	-6.300000E-02
4.819767E-06	-6.280000E-02
5.022926E-06	-6.260000E-02
5.261112E-06	-6.240000E-02
5.401221E-06	-6.220000E-02
5.758501E-06	-6.200000E-02
6.108774E-06	-6.180000E-02
6.459048E-06	-6.160000E-02
6.487070E-06	-6.140000E-02
6.403004E-06	-6.120000E-02
6.297922E-06	-6.100000E-02
6.262895E-06	-6.080000E-02
6.248884E-06	-6.060000E-02
5.737484E-06	-6.040000E-02
5.254106E-06	-6.020000E-02
4.756718E-06	-6.000000E-02
4.133230E-06	-5.980000E-02
3.754935E-06	-5.960000E-02
3.299579E-06	-5.940000E-02
2.746146E-06	-5.920000E-02
2.094637E-06	-5.900000E-02
1.408101E-06	-5.880000E-02
7.706023E-07	-5.860000E-02
2.802190E-07	-5.840000E-02
-2.381862E-07	-5.820000E-02
-7.635968E-07	-5.800000E-02
-1.036810E-06	-5.780000E-02
-1.253980E-06	-5.760000E-02
-1.667303E-06	-5.740000E-02
-2.199719E-06	-5.720000E-02
-2.353840E-06	-5.700000E-02
-2.549993E-06	-5.680000E-02
-2.837217E-06	-5.660000E-02
-3.264551E-06	-5.640000E-02
-3.446694E-06	-5.620000E-02
-3.565787E-06	-5.600000E-02
-3.663864E-06	-5.580000E-02
-3.902050E-06	-5.560000E-02
-4.084192E-06	-5.540000E-02
-4.308367E-06	-5.520000E-02
-4.567570E-06	-5.500000E-02
-4.539548E-06	-5.480000E-02
-4.623614E-06	-5.460000E-02
-4.742707E-06	-5.440000E-02
-4.812761E-06	-5.420000E-02
-4.854794E-06	-5.400000E-02
-4.819767E-06	-5.380000E-02
-4.693668E-06	-5.360000E-02
-4.686663E-06	-5.340000E-02
-4.791745E-06	-5.320000E-02
-4.945865E-06	-5.300000E-02
-5.085975E-06	-5.280000E-02
-5.170041E-06	-5.260000E-02
-5.071964E-06	-5.240000E-02
-5.135013E-06	-5.220000E-02
-5.212074E-06	-5.200000E-02
-5.254106E-06	-5.180000E-02
-5.331167E-06	-5.160000E-02
-5.443254E-06	-5.140000E-02
-5.478282E-06	-5.120000E-02
-5.317156E-06	-5.100000E-02
-5.352183E-06	-5.080000E-02
-5.366194E-06	-5.060000E-02
-5.380205E-06	-5.040000E-02
-5.331167E-06	-5.020000E-02
-5.324161E-06	-5.000000E-02
-5.457265E-06	-4.980000E-02
-5.464271E-06	-4.960000E-02
-5.219079E-06	-4.940000E-02
-5.324161E-06	-4.920000E-02
-5.429243E-06	-4.900000E-02
-5.401221E-06	-4.880000E-02
-5.366194E-06	-4.860000E-02
-5.457265E-06	-4.840000E-02
-5.499298E-06	-4.820000E-02
-5.401221E-06	-4.800000E-02
-5.499298E-06	-4.780000E-02
-5.373199E-06	-4.760000E-02
-5.303145E-06	-4.740000E-02
-5.359188E-06	-4.720000E-02
-5.576358E-06	-4.700000E-02
-5.639407E-06	-4.680000E-02
-5.492293E-06	-4.660000E-02
-5.415232E-06	-4.640000E-02
-5.422238E-06	-4.620000E-02
-5.443254E-06	-4.600000E-02
-5.387210E-06	-4.580000E-02
-5.443254E-06	-4.560000E-02
-5.646413E-06	-4.540000E-02
-5.597375E-06	-4.520000E-02
-5.758501E-06	-4.500000E-02
-5.611386E-06	-4.480000E-02
-5.240095E-06	-4.460000E-02
-5.170041E-06	-4.440000E-02
-5.156030E-06	-4.420000E-02
-5.128008E-06	-4.400000E-02
-5.247101E-06	-4.380000E-02
-5.142019E-06	-4.360000E-02
-5.064959E-06	-4.340000E-02
-4.994904E-06	-4.320000E-02
-5.050948E-06	-4.300000E-02
-5.128008E-06	-4.280000E-02
-5.128008E-06	-4.260000E-02
-5.149024E-06	-4.240000E-02
-5.085975E-06	-4.220000E-02
-5.057953E-06	-4.200000E-02
-4.945865E-06	-4.180000E-02
-5.078969E-06	-4.160000E-02
-5.128008E-06	-4.140000E-02
-5.163035E-06	-4.120000E-02
-5.149024E-06	-4.100000E-02
-5.128008E-06	-4.080000E-02
-5.064959E-06	-4.060000E-02
-5.268117E-06	-4.040000E-02
-5.394216E-06	-4.020000E-02
-5.289134E-06	-4.000000E-02
-5.191057E-06	-3.980000E-02
-5.303145E-06	-3.960000E-02
-5.149024E-06	-3.940000E-02
-4.868805E-06	-3.920000E-02
-4.945865E-06	-3.900000E-02
-5.001909E-06	-3.880000E-02
-5.156030E-06	-3.860000E-02
-5.233090E-06	-3.840000E-02
-5.191057E-06	-3.820000E-02
-5.233090E-06	-3.800000E-02
-5.275123E-06	-3.780000E-02
-5.191057E-06	-3.760000E-02
-5.015920E-06	-3.740000E-02
-5.029931E-06	-3.720000E-02
-5.177046E-06	-3.700000E-02
-5.191057E-06	-3.680000E-02
-5.247101E-06	-3.660000E-02
-5.289134E-06	-3.640000E-02
-5.163035E-06	-3.620000E-02
-5.184052E-06	-3.600000E-02
-5.233090E-06	-3.580000E-02
-5.331167E-06	-3.560000E-02
-5.261112E-06	-3.540000E-02
-5.219079E-06	-3.520000E-02
-5.184052E-06	-3.500000E-02
-5.071964E-06	-3.480000E-02
-5.198063E-06	-3.460000E-02
-5.443254E-06	-3.440000E-02
-5.478282E-06	-3.420000E-02
-5.380205E-06	-3.400000E-02
-5.345178E-06	-3.380000E-02
-5.597375E-06	-3.360000E-02
-5.597375E-06	-3.340000E-02
-5.443254E-06	-3.320000E-02
-5.338172E-06	-3.300000E-02
-5.191057E-06	-3.280000E-02
-5.156030E-06	-3.260000E-02
-5.261112E-06	-3.240000E-02
-5.289134E-06	-3.220000E-02
-5.359188E-06	-3.200000E-02
-5.338172E-06	-3.180000E-02
-5.338172E-06	-3.160000E-02
-5.282128E-06	-3.140000E-02
-5.275123E-06	-3.120000E-02
-5.275123E-06	-3.100000E-02
-5.296139E-06	-3.080000E-02
-5.317156E-06	-3.060000E-02
-5.275123E-06	-3.040000E-02
-5.352183E-06	-3.020000E-02
-5.457265E-06	-3.000000E-02
-5.548336E-06	-2.980000E-02
-5.478282E-06	-2.960000E-02
-5.338172E-06	-2.940000E-02
-5.401221E-06	-2.920000E-02
-5.513309E-06	-2.900000E-02
-5.394216E-06	-2.880000E-02
-5.212074E-06	-2.860000E-02
-5.177046E-06	-2.840000E-02
-5.205068E-06	-2.820000E-02
-5.135013E-06	-2.800000E-02
-5.142019E-06	-2.780000E-02
-5.064959E-06	-2.760000E-02
-5.156030E-06	-2.740000E-02
-5.113997E-06	-2.720000E-02
-5.121002E-06	-2.700000E-02
-5.029931E-06	-2.680000E-02
-4.910838E-06	-2.660000E-02
-4.938860E-06	-2.640000E-02
-4.938860E-06	-2.620000E-02
-4.959876E-06	-2.600000E-02
-4.938860E-06	-2.580000E-02
-4.987898E-06	-2.560000E-02
-5.022926E-06	-2.540000E-02
-5.001909E-06	-2.520000E-02
-4.959876E-06	-2.500000E-02
-5.050948E-06	-2.480000E-02
-5.008915E-06	-2.460000E-02
-4.917844E-06	-2.440000E-02
-4.917844E-06	-2.420000E-02
-4.896827E-06	-2.400000E-02
-4.903833E-06	-2.380000E-02
-4.973887E-06	-2.360000E-02
-4.826772E-06	-2.340000E-02
-4.707679E-06	-2.320000E-02
-4.861800E-06	-2.300000E-02
-4.875811E-06	-2.280000E-02
-4.833778E-06	-2.260000E-02
-4.931855E-06	-2.240000E-02
-5.057953E-06	-2.220000E-02
-5.092980E-06	-2.200000E-02
-4.931855E-06	-2.180000E-02
-4.812761E-06	-2.160000E-02
-4.924849E-06	-2.140000E-02
-4.854794E-06	-2.120000E-02
-4.770729E-06	-2.100000E-02
-4.777734E-06	-2.080000E-02
-4.602597E-06	-2.060000E-02
-4.602597E-06	-2.040000E-02
-4.679657E-06	-2.020000E-02
-4.784740E-06	-2.000000E-02
-4.644630E-06	-1.980000E-02
-4.665646E-06	-1.960000E-02
-4.805756E-06	-1.940000E-02
-4.798750E-06	-1.920000E-02
-4.112214E-06	-1.900000E-02
-4.308367E-06	-1.880000E-02
-4.896827E-06	-1.860000E-02
-4.882816E-06	-1.840000E-02
-4.826772E-06	-1.820000E-02
-4.903833E-06	-1.800000E-02
-4.903833E-06	-1.780000E-02
-4.917844E-06	-1.760000E-02
-4.938860E-06	-1.740000E-02
-5.057953E-06	-1.720000E-02
-4.952871E-06	-1.700000E-02
-4.728696E-06	-1.680000E-02
-4.644630E-06	-1.660000E-02
-4.700674E-06	-1.640000E-02
-4.728696E-06	-1.620000E-02
-4.700674E-06	-1.600000E-02
-4.525537E-06	-1.580000E-02
-4.560564E-06	-1.560000E-02
-4.651635E-06	-1.540000E-02
-4.714685E-06	-1.520000E-02
-4.693668E-06	-1.500000E-02
-4.938860E-06	-1.480000E-02
-4.938860E-06	-1.460000E-02
-4.602597E-06	-1.440000E-02
-4.560564E-06	-1.420000E-02
-4.588586E-06	-1.400000E-02
-4.672652E-06	-1.380000E-02
-4.644630E-06	-1.360000E-02
-4.448477E-06	-1.340000E-02
-4.511526E-06	-1.320000E-02
-4.560564E-06	-1.300000E-02
-4.623614E-06	-1.280000E-02
-4.686663E-06	-1.260000E-02
-4.476499E-06	-1.240000E-02
-4.588586E-06	-1.220000E-02
-4.490510E-06	-1.200000E-02
-4.693668E-06	-1.180000E-02
-4.658641E-06	-1.160000E-02
-4.812761E-06	-1.140000E-02
-4.819767E-06	-1.120000E-02
-4.770729E-06	-1.100000E-02
-4.574575E-06	-1.080000E-02
-4.441471E-06	-1.060000E-02
-4.791745E-06	-1.040000E-02
-4.742707E-06	-1.020000E-02
-4.455482E-06	-1.000000E-02
-4.560564E-06	-9.800000E-03
-4.686663E-06	-9.600000E-03
-4.749712E-06	-9.400000E-03
-4.679657E-06	-9.200000E-03
-4.511526E-06	-9.000000E-03
-4.861800E-06	-8.800000E-03
-4.812761E-06	-8.600000E-03
-4.889822E-06	-8.400000E-03
-4.770729E-06	-8.200000E-03
-4.840783E-06	-8.000000E-03
-4.686663E-06	-7.800000E-03
-4.728696E-06	-7.600000E-03
-4.854794E-06	-7.400000E-03
-4.728696E-06	-7.200000E-03
-4.644630E-06	-7.000000E-03
-4.742707E-06	-6.800000E-03
-4.812761E-06	-6.600000E-03
-4.770729E-06	-6.400000E-03
-4.875811E-06	-6.200000E-03
-5.001909E-06	-6.000000E-03
-4.924849E-06	-5.800000E-03
-4.784740E-06	-5.600000E-03
-4.609603E-06	-5.400000E-03
-4.644630E-06	-5.200000E-03
-4.637625E-06	-5.000000E-03
-4.546553E-06	-4.800000E-03
-4.518531E-06	-4.600000E-03
-4.476499E-06	-4.400000E-03
-4.490510E-06	-4.200000E-03
-4.672652E-06	-4.000000E-03
-4.588586E-06	-3.800000E-03
-4.546553E-06	-3.600000E-03
-4.658641E-06	-3.400000E-03
-4.602597E-06	-3.200000E-03
-4.553559E-06	-3.000000E-03
-4.518531E-06	-2.800000E-03
-4.483504E-06	-2.600000E-03
-4.560564E-06	-2.400000E-03
-4.441471E-06	-2.200000E-03
-4.441471E-06	-2.000000E-03
-4.532542E-06	-1.800000E-03
-4.483504E-06	-1.600000E-03
-4.595592E-06	-1.400000E-03
-4.497515E-06	-1.200000E-03
-4.315373E-06	-1.000000E-03
-4.273340E-06	-8.000000E-04
-4.266334E-06	-6.000000E-04
-4.287351E-06	-4.000000E-04
-4.420455E-06	-2.000000E-04
-3.194497E-06	1.400000E-01
-3.215513E-06	1.398000E-01
-3.187491E-06	1.396000E-01
-3.194497E-06	1.394000E-01
-3.418672E-06	1.392000E-01
-3.320595E-06	1.390000E-01
-3.124442E-06	1.388000E-01
-3.278562E-06	1.386000E-01
-3.271557E-06	1.384000E-01
-3.138453E-06	1.382000E-01
-3.404661E-06	1.380000E-01
-3.320595E-06	1.378000E-01
-3.383644E-06	1.376000E-01
-3.446694E-06	1.374000E-01
-3.425677E-06	1.372000E-01
-3.278562E-06	1.370000E-01
-3.320595E-06	1.368000E-01
-3.327601E-06	1.366000E-01
-3.404661E-06	1.364000E-01
-3.124442E-06	1.362000E-01
-2.991338E-06	1.360000E-01
-3.215513E-06	1.358000E-01
-3.187491E-06	1.356000E-01
-3.257546E-06	1.354000E-01
-3.089415E-06	1.352000E-01
-3.089415E-06	1.350000E-01
-2.949305E-06	1.348000E-01
-2.998343E-06	1.346000E-01
-2.942300E-06	1.344000E-01
-3.103425E-06	1.342000E-01
-3.047382E-06	1.340000E-01
-3.019360E-06	1.338000E-01
-3.075404E-06	1.336000E-01
-3.201502E-06	1.334000E-01
-3.264551E-06	1.332000E-01
-3.145458E-06	1.330000E-01
-3.110431E-06	1.328000E-01
-3.243535E-06	1.326000E-01
-3.474716E-06	1.324000E-01
-3.334606E-06	1.322000E-01
-3.180486E-06	1.320000E-01
-3.187491E-06	1.318000E-01
-3.334606E-06	1.316000E-01
-3.236530E-06	1.314000E-01
-3.313590E-06	1.312000E-01
-3.327601E-06	1.310000E-01
-3.411666E-06	1.308000E-01
-3.432683E-06	1.306000E-01
-3.341612E-06	1.304000E-01
-3.306584E-06	1.302000E-01
-3.369634E-06	1.300000E-01
-3.208508E-06	1.298000E-01
-3.173480E-06	1.296000E-01
-3.173480E-06	1.294000E-01
-3.236530E-06	1.292000E-01
-3.173480E-06	1.290000E-01
-3.229524E-06	1.288000E-01
-3.285568E-06	1.286000E-01
-3.369634E-06	1.284000E-01
-3.397655E-06	1.282000E-01
-3.418672E-06	1.280000E-01
-3.551776E-06	1.278000E-01
-3.558781E-06	1.276000E-01
-3.586803E-06	1.274000E-01
-3.299579E-06	1.272000E-01
-3.229524E-06	1.270000E-01
-3.243535E-06	1.268000E-01
-3.278562E-06	1.266000E-01
-3.425677E-06	1.264000E-01
-3.460705E-06	1.262000E-01
-3.250540E-06	1.260000E-01
-3.362628E-06	1.258000E-01
-3.383644E-06	1.256000E-01
-3.257546E-06	1.254000E-01
-3.327601E-06	1.252000E-01
-3.313590E-06	1.250000E-01
-3.348617E-06	1.248000E-01
-3.306584E-06	1.246000E-01
-3.306584E-06	1.244000E-01
-3.383644E-06	1.242000E-01
-3.264551E-06	1.240000E-01
-3.012354E-06	1.238000E-01
-3.334606E-06	1.236000E-01
-3.215513E-06	1.234000E-01
